cell_type	gene_symbol	ensembl_id	rank	score	pct_expressed	pct_others	p_val_adj	gene_biotype
Fibroblast	OMD	ENSG00000127083	44	4.36229397325061	0.327	0.064	1.16236017846551e-244	protein_coding
Fibroblast	WDR86	ENSG00000187260	45	4.31315484849409	0.428	0.092	0.0	protein_coding
Fibroblast	KCNK2	ENSG00000082482	46	4.28731371732932	0.564	0.197	6.14988075281722e-272	protein_coding
Fibroblast	COL6A3	ENSG00000163359	47	4.27612603472989	0.396	0.054	0.0	protein_coding
Fibroblast	DCN	ENSG00000011465	48	4.26690792802116	0.885	0.102	0.0	protein_coding
Fibroblast	SLC7A11	ENSG00000151012	49	4.2657372023551	0.804	0.186	0.0	protein_coding
Fibroblast	TP63	ENSG00000073282	50	4.2562436905376	0.29	0.045	2.14926033677263e-267	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	FNDC1	ENSG00000164694	1	5.21284714808158	0.737	0.028	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	FIBCD1	ENSG00000130720	2	4.981890573785	0.468	0.014	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	COL24A1	ENSG00000171502	3	4.25606191068094	0.969	0.155	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	CTXND1	ENSG00000259417	4	4.15693123280524	0.914	0.12	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	MAS1	ENSG00000130368	5	4.06675880888546	0.645	0.044	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	CCBE1	ENSG00000183287	6	3.87977601905034	0.97	0.156	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	GLYATL1	ENSG00000166840	7	3.76596495701018	0.261	0.014	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	CABP7	ENSG00000100314	8	3.68660083452029	0.524	0.029	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	IL12RB2	ENSG00000081985	9	3.62207868347806	0.889	0.127	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	SAMD3	ENSG00000164483	10	3.57215066441426	0.951	0.13	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	ABCC12	ENSG00000140798	11	3.48565952257388	0.37	0.022	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	COL5A2	ENSG00000204262	12	3.40135548859751	0.817	0.173	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	TAFA1	ENSG00000183662	13	3.34326053697365	0.99	0.277	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	GPR26	ENSG00000154478	14	3.03849883538791	0.381	0.036	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	MET	ENSG00000105976	15	3.00721393891164	0.721	0.044	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	C16orf74	ENSG00000154102	16	2.98893196993705	0.583	0.042	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	TMEM200A	ENSG00000164484	17	2.94533798753417	0.736	0.086	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	TBC1D26	ENSG00000214946	18	2.91969911669554	0.53	0.054	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	POU3F1	ENSG00000185668	19	2.89439269045746	0.687	0.044	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	PLCH2	ENSG00000149527	20	2.87994713809096	0.768	0.144	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	ST6GALNAC5	ENSG00000117069	21	2.86088086001526	0.995	0.367	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	CRYBB2	ENSG00000244752	22	2.85465599410435	0.349	0.034	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	VXN	ENSG00000169085	23	2.84837035365206	0.85	0.15	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	ZDHHC23	ENSG00000184307	24	2.82433739545448	0.845	0.154	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	KCNN2	ENSG00000080709	25	2.78392895333987	0.983	0.378	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	STXBP5L	ENSG00000145087	26	2.77174667723471	0.999	0.572	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	RASL10A	ENSG00000100276	27	2.76096900445323	0.794	0.128	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	WIPF3	ENSG00000122574	28	2.76073321128574	0.95	0.27	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	SOHLH1	ENSG00000165643	29	2.7582829197633	0.463	0.055	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	BTC	ENSG00000174808	30	2.61960392504053	0.599	0.061	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	CADPS2	ENSG00000081803	31	2.58748228824259	0.934	0.322	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	ANKRD33B	ENSG00000164236	32	2.58150321377957	0.945	0.257	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	CCN3	ENSG00000136999	33	2.57296672536129	0.589	0.048	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	ADRA1D	ENSG00000171873	34	2.57026227970972	0.361	0.037	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	CAMK2A	ENSG00000070808	35	2.53169397376169	0.983	0.362	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	FEZF2	ENSG00000153266	36	2.52772875274524	0.661	0.084	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	ST8SIA2	ENSG00000140557	37	2.49328425231267	0.595	0.068	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	RASAL1	ENSG00000111344	38	2.47821037414177	0.794	0.143	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	CHST8	ENSG00000124302	39	2.46082367364646	0.735	0.089	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	DUSP4	ENSG00000120875	40	2.45289098423709	0.603	0.083	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	ABCA13	ENSG00000179869	41	2.4498490546828	0.296	0.038	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	ZNF831	ENSG00000124203	42	2.43936711738109	0.784	0.149	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	GRB14	ENSG00000115290	43	2.43464178132447	0.615	0.084	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	EPHA5	ENSG00000145242	44	2.42376539995779	0.985	0.389	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	MAN1A1	ENSG00000111885	45	2.40126614347945	0.962	0.337	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	MYBPHL	ENSG00000221986	46	2.40121584599995	0.337	0.036	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	NDST3	ENSG00000164100	47	2.34036037737034	0.977	0.364	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	KCNH3	ENSG00000135519	48	2.34013156735499	0.89	0.236	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	RIN1	ENSG00000174791	49	2.32914715628898	0.611	0.105	0.0	protein_coding
Hippocampal CA1, CA2, and CA3 pyramidal neuron	TRIM36	ENSG00000152503	50	2.3275933439086	0.92	0.239	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	GUCA1C	ENSG00000138472	1	5.94752939399262	0.423	0.004	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	MORC1	ENSG00000114487	2	4.9762618833846	0.717	0.011	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	MYPN	ENSG00000138347	3	4.59016441500766	0.349	0.009	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	ITGA4	ENSG00000115232	4	4.40069990823324	0.917	0.068	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	FGF5	ENSG00000138675	5	4.37417971537474	0.807	0.048	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	TMT1B	ENSG00000170439	6	4.13175319378131	0.299	0.009	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	TRHDE	ENSG00000072657	7	4.09911446189425	0.988	0.196	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	KCNG2	ENSG00000178342	8	4.07374779864867	0.694	0.041	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	C16orf74	ENSG00000154102	9	3.90738150244572	0.61	0.042	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	F12	ENSG00000131187	10	3.80812342841527	0.349	0.035	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	ABCA13	ENSG00000179869	11	3.57657463925954	0.49	0.032	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	NRP1	ENSG00000099250	12	3.47695168021586	0.988	0.28	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	CPNE4	ENSG00000196353	13	3.18663592519846	0.995	0.314	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	SHISA6	ENSG00000188803	14	3.1748949748054	0.991	0.388	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	ZNF208	ENSG00000160321	15	3.1658856483579	0.607	0.059	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	TSPAN18	ENSG00000157570	16	3.15293655373995	0.902	0.105	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	BBLN	ENSG00000171159	17	3.05516471104384	0.944	0.35	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	WNK4	ENSG00000126562	18	2.99384664217836	0.318	0.02	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	MAS1	ENSG00000130368	19	2.95672374088983	0.495	0.049	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	HPCA	ENSG00000121905	20	2.92704801492306	0.939	0.237	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	PRDM8	ENSG00000152784	21	2.87668127608964	0.902	0.125	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	HTR7	ENSG00000148680	22	2.83257974554071	0.8	0.103	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	AHRR	ENSG00000063438	23	2.82642924775055	0.645	0.098	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	HOPX	ENSG00000171476	24	2.82553433330428	0.881	0.188	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	KCNQ5	ENSG00000185760	25	2.81548483993531	0.998	0.42	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	B3GAT2	ENSG00000112309	26	2.79670865345749	0.937	0.235	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	TAFA1	ENSG00000183662	27	2.73205221176643	0.989	0.277	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	RAP2B	ENSG00000181467	28	2.7166278409647	0.843	0.143	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	AFF2	ENSG00000155966	29	2.71263791359728	0.974	0.312	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	MYBPHL	ENSG00000221986	30	2.70604575846251	0.383	0.035	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	ZNF676	ENSG00000196109	31	2.70010931737353	0.578	0.031	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	SCGN	ENSG00000079689	32	2.6787414485987	0.563	0.029	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	TNFAIP8L3	ENSG00000183578	33	2.67830911228721	0.696	0.089	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	TG	ENSG00000042832	34	2.67638402082338	0.583	0.064	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	CARMIL2	ENSG00000159753	35	2.66267042368242	0.831	0.175	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	FAM241A	ENSG00000174749	36	2.66171326191044	0.865	0.13	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	NEUROD6	ENSG00000164600	37	2.65306852082833	0.92	0.099	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	CLSTN2	ENSG00000158258	38	2.63042000190625	0.997	0.403	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	SNTG2	ENSG00000172554	39	2.61710859793391	0.933	0.163	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	EPHA5	ENSG00000145242	40	2.58722964400618	0.977	0.389	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	DUSP4	ENSG00000120875	41	2.58642481954848	0.682	0.08	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	SUSD4	ENSG00000143502	42	2.57871346076211	0.995	0.422	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	ROM1	ENSG00000149489	43	2.57477008130925	0.293	0.018	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	GRIA1	ENSG00000155511	44	2.57194488247148	0.999	0.529	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	RSPO3	ENSG00000146374	45	2.56762929127542	0.756	0.119	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	LRTM1	ENSG00000144771	46	2.55862838517249	0.81	0.174	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	SLC24A3	ENSG00000185052	47	2.55109875540209	0.995	0.446	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	WIPF3	ENSG00000122574	48	2.54173810865205	0.965	0.269	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	EPHA4	ENSG00000116106	49	2.47674363535565	0.995	0.479	0.0	protein_coding
Hippocampal CA4 pyramidal neuron	KCNG3	ENSG00000171126	50	2.47552918533784	0.629	0.1	0.0	protein_coding
Hippocampal dentate gyrus granule cell	TNNT2	ENSG00000118194	1	6.47234165618627	0.52	0.011	0.0	protein_coding
Hippocampal dentate gyrus granule cell	CHRNA1	ENSG00000138435	2	6.25688764003891	0.429	0.014	0.0	protein_coding
Hippocampal dentate gyrus granule cell	AQP9	ENSG00000103569	3	5.16242851169921	0.271	0.018	0.0	protein_coding
Hippocampal dentate gyrus granule cell	CNGB1	ENSG00000070729	4	4.80864098211135	0.806	0.073	0.0	protein_coding
Hippocampal dentate gyrus granule cell	BDNF	ENSG00000176697	5	4.64274415064953	0.858	0.093	0.0	protein_coding
Hippocampal dentate gyrus granule cell	C1QL3	ENSG00000165985	6	4.56328357919725	0.531	0.044	0.0	protein_coding
Hippocampal dentate gyrus granule cell	ALDH1A2	ENSG00000128918	7	4.37255910183598	0.855	0.181	0.0	protein_coding
Hippocampal dentate gyrus granule cell	WNK4	ENSG00000126562	8	4.3724508183415	0.348	0.019	0.0	protein_coding
Hippocampal dentate gyrus granule cell	SCART1	ENSG00000214279	9	4.28176278601677	0.749	0.118	0.0	protein_coding
Hippocampal dentate gyrus granule cell	GRP	ENSG00000134443	10	4.26511159876951	0.481	0.017	0.0	protein_coding
Hippocampal dentate gyrus granule cell	ADAMTS16	ENSG00000145536	11	4.24034684438131	0.844	0.111	0.0	protein_coding
Hippocampal dentate gyrus granule cell	MCOLN3	ENSG00000055732	12	4.22306355030067	0.416	0.024	0.0	protein_coding
Hippocampal dentate gyrus granule cell	THOC3	ENSG00000051596	13	4.21395693391659	0.655	0.076	0.0	protein_coding
Hippocampal dentate gyrus granule cell	TMEM244	ENSG00000203756	14	4.04496743630871	0.376	0.033	0.0	protein_coding
Hippocampal dentate gyrus granule cell	SLC47A1	ENSG00000142494	15	3.98933123627587	0.863	0.11	0.0	protein_coding
Hippocampal dentate gyrus granule cell	ADRA1A	ENSG00000120907	16	3.8352689971814	0.97	0.192	0.0	protein_coding
Hippocampal dentate gyrus granule cell	TAF7L	ENSG00000102387	17	3.75289183821292	0.386	0.053	0.0	protein_coding
Hippocampal dentate gyrus granule cell	POSTN	ENSG00000133110	18	3.65190757981151	0.25	0.038	1.93106996136233e-224	protein_coding
Hippocampal dentate gyrus granule cell	SLC30A3	ENSG00000115194	19	3.641787424444	0.697	0.09	0.0	protein_coding
Hippocampal dentate gyrus granule cell	GABRQ	ENSG00000268089	20	3.58760984828338	0.38	0.033	0.0	protein_coding
Hippocampal dentate gyrus granule cell	TRIM54	ENSG00000138100	21	3.5629514774354	0.373	0.044	0.0	protein_coding
Hippocampal dentate gyrus granule cell	SAMD3	ENSG00000164483	22	3.44821949456024	0.881	0.133	0.0	protein_coding
Hippocampal dentate gyrus granule cell	GRM2	ENSG00000164082	23	3.44200362913428	0.44	0.064	0.0	protein_coding
Hippocampal dentate gyrus granule cell	TDO2	ENSG00000151790	24	3.34895459365275	0.48	0.059	0.0	protein_coding
Hippocampal dentate gyrus granule cell	NTF3	ENSG00000185652	25	3.32786576804787	0.439	0.034	0.0	protein_coding
Hippocampal dentate gyrus granule cell	TLL1	ENSG00000038295	26	3.28264228332753	0.988	0.23	0.0	protein_coding
Hippocampal dentate gyrus granule cell	DNAJC5G	ENSG00000163793	27	3.24517048054141	0.297	0.036	0.0	protein_coding
Hippocampal dentate gyrus granule cell	TMEM200A	ENSG00000164484	28	3.24196219320583	0.599	0.091	0.0	protein_coding
Hippocampal dentate gyrus granule cell	PCDH20	ENSG00000280165	29	3.18066571121662	0.583	0.094	0.0	protein_coding
Hippocampal dentate gyrus granule cell	SGCG	ENSG00000102683	30	3.16501540796201	0.282	0.029	0.0	protein_coding
Hippocampal dentate gyrus granule cell	COL19A1	ENSG00000082293	31	3.13623658744493	0.896	0.19	0.0	protein_coding
Hippocampal dentate gyrus granule cell	MYO5B	ENSG00000167306	32	3.06428402968377	0.705	0.078	0.0	protein_coding
Hippocampal dentate gyrus granule cell	KCNG3	ENSG00000171126	33	3.05273425716234	0.572	0.102	0.0	protein_coding
Hippocampal dentate gyrus granule cell	C1QL2	ENSG00000144119	34	3.04301304771911	0.258	0.025	0.0	protein_coding
Hippocampal dentate gyrus granule cell	PTH2R	ENSG00000144407	35	2.93528398706075	0.615	0.093	0.0	protein_coding
Hippocampal dentate gyrus granule cell	ADRA1B	ENSG00000170214	36	2.89983147827984	0.687	0.107	0.0	protein_coding
Hippocampal dentate gyrus granule cell	PPM1E	ENSG00000175175	37	2.87135605704618	0.998	0.548	0.0	protein_coding
Hippocampal dentate gyrus granule cell	PPFIA2	ENSG00000139220	38	2.84576337546061	1.0	0.657	0.0	protein_coding
Hippocampal dentate gyrus granule cell	RIN1	ENSG00000174791	39	2.83059006693151	0.539	0.107	0.0	protein_coding
Hippocampal dentate gyrus granule cell	BTNL9	ENSG00000165810	40	2.79132553872687	0.719	0.103	0.0	protein_coding
Hippocampal dentate gyrus granule cell	GRM1	ENSG00000152822	41	2.78269470666751	0.994	0.345	0.0	protein_coding
Hippocampal dentate gyrus granule cell	ENSG00000286015	ENSG00000286015	42	2.7781239383681	0.311	0.067	2.7593751423230703e-186	protein_coding
Hippocampal dentate gyrus granule cell	CCDC85A	ENSG00000055813	43	2.76336518137504	0.972	0.344	0.0	protein_coding
Hippocampal dentate gyrus granule cell	EPHA7	ENSG00000135333	44	2.76094386273782	0.979	0.391	0.0	protein_coding
Hippocampal dentate gyrus granule cell	LYPD6B	ENSG00000150556	45	2.7512607756662	0.816	0.138	0.0	protein_coding
Hippocampal dentate gyrus granule cell	EDIL3	ENSG00000164176	46	2.72735098785851	0.999	0.479	0.0	protein_coding
Hippocampal dentate gyrus granule cell	ST6GALNAC5	ENSG00000117069	47	2.69407840429998	0.996	0.367	0.0	protein_coding
Hippocampal dentate gyrus granule cell	KCNK1	ENSG00000135750	48	2.69363484319519	0.939	0.344	0.0	protein_coding
Hippocampal dentate gyrus granule cell	ICAM5	ENSG00000105376	49	2.68788214743871	0.674	0.173	0.0	protein_coding
Hippocampal dentate gyrus granule cell	ACVR1C	ENSG00000123612	50	2.68051088494678	0.744	0.145	0.0	protein_coding
MGE-derived interneuron	SST	ENSG00000157005	1	5.57665965820084	0.531	0.046	0.0	protein_coding
MGE-derived interneuron	CRHBP	ENSG00000145708	2	4.38392604335905	0.491	0.028	0.0	protein_coding
MGE-derived interneuron	LHX6	ENSG00000106852	3	4.29538148982125	0.686	0.033	0.0	protein_coding
MGE-derived interneuron	PNOC	ENSG00000168081	4	4.1883181958539	0.405	0.029	0.0	protein_coding
MGE-derived interneuron	FLT3	ENSG00000122025	5	4.16431997048889	0.607	0.061	0.0	protein_coding
MGE-derived interneuron	MYO5B	ENSG00000167306	6	3.70346351524311	0.649	0.08	0.0	protein_coding
MGE-derived interneuron	NXPH1	ENSG00000122584	7	3.46070152278855	0.998	0.164	0.0	protein_coding
MGE-derived interneuron	NMU	ENSG00000109255	8	3.41247641604546	0.357	0.034	0.0	protein_coding
MGE-derived interneuron	TAC1	ENSG00000006128	9	3.40763958586764	0.612	0.074	0.0	protein_coding
MGE-derived interneuron	ARX	ENSG00000004848	10	3.37333463651985	0.711	0.063	0.0	protein_coding
MGE-derived interneuron	GRIK1	ENSG00000171189	11	3.32834484445765	0.911	0.334	0.0	protein_coding
MGE-derived interneuron	RSPO2	ENSG00000147655	12	3.30094783735426	0.677	0.106	0.0	protein_coding
MGE-derived interneuron	ELFN1	ENSG00000225968	13	3.27479516714977	0.315	0.047	3.09168546481802e-292	protein_coding
MGE-derived interneuron	CORT	ENSG00000241563	14	3.27191485787898	0.331	0.048	0.0	protein_coding
MGE-derived interneuron	PRRT4	ENSG00000224940	15	3.16785555207052	0.267	0.032	0.0	protein_coding
MGE-derived interneuron	MAFB	ENSG00000204103	16	3.11649537473122	0.517	0.048	0.0	protein_coding
MGE-derived interneuron	PRDM1	ENSG00000057657	17	3.10617600713006	0.493	0.05	0.0	protein_coding
MGE-derived interneuron	OPRD1	ENSG00000116329	18	3.05571747182774	0.45	0.094	0.0	protein_coding
MGE-derived interneuron	SLC26A4	ENSG00000091137	19	2.98218663834581	0.495	0.114	0.0	protein_coding
MGE-derived interneuron	ANK1	ENSG00000029534	20	2.94850196163515	0.768	0.136	0.0	protein_coding
MGE-derived interneuron	KIF26B	ENSG00000162849	21	2.91085701176052	0.948	0.358	0.0	protein_coding
MGE-derived interneuron	EPHB6	ENSG00000106123	22	2.90441864650036	0.737	0.19	0.0	protein_coding
MGE-derived interneuron	KCNC2	ENSG00000166006	23	2.8924453983105	0.975	0.325	0.0	protein_coding
MGE-derived interneuron	GRIN3A	ENSG00000198785	24	2.87838433569691	0.684	0.197	0.0	protein_coding
MGE-derived interneuron	LANCL3	ENSG00000147036	25	2.84380079571415	0.331	0.064	2.61373191832605e-231	protein_coding
MGE-derived interneuron	RAB3B	ENSG00000169213	26	2.81630347743416	0.589	0.142	0.0	protein_coding
MGE-derived interneuron	GRIK3	ENSG00000163873	27	2.79605030725417	0.901	0.205	0.0	protein_coding
MGE-derived interneuron	KIAA1217	ENSG00000120549	28	2.73333160878557	1.0	0.51	0.0	protein_coding
MGE-derived interneuron	CDH7	ENSG00000081138	29	2.73243406418192	0.662	0.181	0.0	protein_coding
MGE-derived interneuron	NPAS1	ENSG00000130751	30	2.73236005259269	0.342	0.074	1.47721644589262e-208	protein_coding
MGE-derived interneuron	LGI2	ENSG00000153012	31	2.72721653763351	0.361	0.053	0.0	protein_coding
MGE-derived interneuron	CDH9	ENSG00000113100	32	2.6691042066064	0.928	0.303	0.0	protein_coding
MGE-derived interneuron	EYS	ENSG00000188107	33	2.66081154187563	0.543	0.193	3.02339455832667e-196	protein_coding
MGE-derived interneuron	GAD1	ENSG00000128683	34	2.62761187451458	0.934	0.258	0.0	protein_coding
MGE-derived interneuron	KLF5	ENSG00000102554	35	2.62398415362689	0.298	0.064	9.874457176283969e-179	protein_coding
MGE-derived interneuron	ELAVL2	ENSG00000107105	36	2.6065777640467	0.943	0.323	0.0	protein_coding
MGE-derived interneuron	SATB1	ENSG00000182568	37	2.58435523842489	0.922	0.374	0.0	protein_coding
MGE-derived interneuron	DLX1	ENSG00000144355	38	2.56547149882862	0.387	0.043	0.0	protein_coding
MGE-derived interneuron	TRIM67	ENSG00000119283	39	2.55141760874609	0.42	0.091	1.57420458985375e-260	protein_coding
MGE-derived interneuron	VWC2	ENSG00000188730	40	2.53617518472076	0.699	0.215	0.0	protein_coding
MGE-derived interneuron	RBP4	ENSG00000138207	41	2.51607846621899	0.263	0.069	2.1140062180581802e-120	protein_coding
MGE-derived interneuron	ANKRD55	ENSG00000164512	42	2.4800035717126	0.638	0.141	0.0	protein_coding
MGE-derived interneuron	COL19A1	ENSG00000082293	43	2.47155818792801	0.604	0.199	4.81204257177084e-236	protein_coding
MGE-derived interneuron	MCUB	ENSG00000005059	44	2.46150978382173	0.302	0.089	5.31192967072426e-118	protein_coding
MGE-derived interneuron	LRP8	ENSG00000157193	45	2.45671886919548	0.837	0.308	0.0	protein_coding
MGE-derived interneuron	MPPED1	ENSG00000186732	46	2.44165546453625	0.79	0.188	0.0	protein_coding
MGE-derived interneuron	USP44	ENSG00000136014	47	2.3975402330832	0.315	0.05	3.51414810975155e-265	protein_coding
MGE-derived interneuron	IGF1	ENSG00000017427	48	2.36884573442378	0.675	0.115	0.0	protein_coding
MGE-derived interneuron	ROBO2	ENSG00000185008	49	2.36155995897024	0.934	0.593	1.28222843645415e-278	protein_coding
MGE-derived interneuron	TCIM	ENSG00000176907	50	2.3452508071919	0.284	0.034	0.0	protein_coding
Medium spiny neuron	GPR6	ENSG00000146360	1	6.25205917620344	0.334	0.006	0.0	protein_coding
Medium spiny neuron	ANKRD34B	ENSG00000189127	2	5.92460046655023	0.714	0.02	0.0	protein_coding
Medium spiny neuron	DRD3	ENSG00000151577	3	5.77996749092177	0.57	0.014	0.0	protein_coding
Medium spiny neuron	DRD2	ENSG00000149295	4	5.48098441059144	0.462	0.043	0.0	protein_coding
Medium spiny neuron	GPR101	ENSG00000165370	5	5.29029130192086	0.267	0.006	0.0	protein_coding
Medium spiny neuron	GPR139	ENSG00000180269	6	5.15784799714044	0.287	0.006	0.0	protein_coding
Medium spiny neuron	SH3RF2	ENSG00000156463	7	5.07558756153066	0.703	0.042	0.0	protein_coding
Medium spiny neuron	ONECUT2	ENSG00000119547	8	4.83714814467999	0.773	0.078	0.0	protein_coding
Medium spiny neuron	C6orf141	ENSG00000197261	9	4.80751442429888	0.693	0.023	0.0	protein_coding
Medium spiny neuron	GPR88	ENSG00000181656	10	4.69595767677791	0.688	0.041	0.0	protein_coding
Medium spiny neuron	PENK	ENSG00000181195	11	4.6857596272125	0.631	0.032	0.0	protein_coding
Medium spiny neuron	MME	ENSG00000196549	12	4.60571311541298	0.666	0.061	0.0	protein_coding
Medium spiny neuron	KCNH4	ENSG00000089558	13	4.29038518519599	0.709	0.052	0.0	protein_coding
Medium spiny neuron	GPR149	ENSG00000174948	14	4.21374962495612	0.903	0.068	0.0	protein_coding
Medium spiny neuron	PDE1B	ENSG00000123360	15	4.09856135413389	0.896	0.159	0.0	protein_coding
Medium spiny neuron	RGS9	ENSG00000108370	16	3.98831461103527	0.897	0.116	0.0	protein_coding
Medium spiny neuron	CCDC88C	ENSG00000015133	17	3.62060757711038	0.837	0.095	0.0	protein_coding
Medium spiny neuron	SYNDIG1L	ENSG00000183379	18	3.57272341460656	0.719	0.069	0.0	protein_coding
Medium spiny neuron	HTR4	ENSG00000164270	19	3.54016569300055	0.899	0.193	0.0	protein_coding
Medium spiny neuron	SLC35F3	ENSG00000183780	20	3.478481731869	0.994	0.435	0.0	protein_coding
Medium spiny neuron	ADAMTS3	ENSG00000156140	21	3.4660693299894	0.769	0.123	0.0	protein_coding
